,hhid,group_id_x,totformalborrow_24,totinformalborrow_24,hhinc,hhnomembers_x,survey_round,hhinc_24,totformalborrow_24_top_coded,totinformalborrow_24_top_coded,hhinc_top_coded,hhinc_24_top_coded,total_borrowed_amount,pair_id,treated,daily_per_capita_income,below_poverty_line,gender_hoh,age_hoh,educyears_hoh,readwrite_hoh,noclasspassed_hoh,higheduc_hoh,hhnomembers_above18,hhnomembers_below18,hhreg_muslim,hhreg_christian,hhcaste_fc,hhcaste_bc,hhcaste_mbc,hhcaste_sc_st
305,23797.0,40.0,12000,9000,7000,5,Endline I,168000,12000.0,9000.0,7000.0,168000.0,21000,34,0,46.66666666666667,1,Male (1),55.0,0 years,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
306,23815.0,57.0,15000,2000,8400,4,Endline II,201600,15000.0,2000.0,8400.0,201600.0,17000,2,0,70.0,1,Female (0),25.0,3-7 years (Classes 1-5),0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
307,23878.0,40.0,15000,230000,26000,7,Endline I,624000,15000.0,230000.0,26000.0,624000.0,245000,34,0,123.80952380952381,1,Male (1),28.0,8 years,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
308,23883.0,122.0,12500,12000,4000,3,Endline I,96000,12500.0,12000.0,4000.0,96000.0,24500,17,0,44.44444444444445,1,Male (1),42.0,13 years,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
309,24131.0,2.0,10000,30000,1740,3,Endline II,41760,10000.0,30000.0,1740.0,41760.0,40000,12,0,19.333333333333332,0,Female (0),37.0,11 years,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
310,24158.0,35.0,103000,57500,6600,5,Endline I,158400,103000.0,57500.0,6600.0,158400.0,160500,34,1,44.0,1,Male (1),45.0,11 years,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
311,24178.0,87.0,118000,64000,15500,8,Endline I,372000,118000.0,64000.0,15500.0,372000.0,182000,10,1,64.58333333333333,1,Female (0),50.0,3-7 years (Classes 1-5),1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
312,24204.0,87.0,43500,13200,4550,7,Endline I,109200,43500.0,13200.0,4550.0,109200.0,56700,10,1,21.666666666666664,0,Male (1),40.0,12 years,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
313,24326.0,108.0,50000,30000,1240,3,Endline II,29760,50000.0,30000.0,1240.0,29760.0,80000,13,0,13.777777777777779,0,Male (1),50.0,0 years,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
314,24585.0,84.0,15000,255000,7500,5,Endline I,180000,15000.0,255000.0,7500.0,180000.0,270000,9,1,50.0,1,Male (1),60.0,3-7 years (Classes 1-5),1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
315,24595.0,124.0,13000,12000,3000,4,Endline I,72000,13000.0,12000.0,3000.0,72000.0,25000,17,1,25.0,0,Female (0),47.0,8 years,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
316,24607.0,16.0,400000,235000,135000,5,Endline II,3240000,400000.0,235000.0,135000.0,3240000.0,635000,15,0,900.0,1,Male (1),50.0,11 years,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
317,24642.0,76.0,20000,30000,6110,8,Endline II,146640,20000.0,30000.0,6110.0,146640.0,50000,5,0,25.458333333333332,0,Male (1),45.0,11 years,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
318,24654.0,48.0,120000,10000,204000,4,Endline I,4896000,120000.0,10000.0,204000.0,4896000.0,130000,1,1,1700.0,1,Female (0),45.0,0 years,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
319,24820.0,21.0,50000,110000,4400,3,Endline I,105600,50000.0,110000.0,4400.0,105600.0,160000,26,0,48.888888888888886,1,Male (1),59.0,12 years,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
320,24900.0,58.0,67000,30000,4500,4,Endline II,108000,67000.0,30000.0,4500.0,108000.0,97000,2,1,37.5,1,Female (0),31.0,13 years,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
321,25060.0,137.0,50000,15000,3650,5,Endline II,87600,50000.0,15000.0,3650.0,87600.0,65000,14,1,24.333333333333336,0,Female (0),25.0,9 years,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
322,25159.0,101.0,30000,70000,6000,4,Endline II,144000,30000.0,70000.0,6000.0,144000.0,100000,16,0,50.0,1,Male (1),43.0,8 years,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
323,25205.0,83.0,523000,30000,4000,4,Endline I,96000,444844.80351986585,30000.0,4000.0,96000.0,553000,9,0,33.333333333333336,1,Male (1),55.0,13 years,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
324,25232.0,94.0,37000,62000,4000,5,Endline I,96000,37000.0,62000.0,4000.0,96000.0,99000,20,1,26.666666666666668,0,Male (1),32.0,3-7 years (Classes 1-5),1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
325,25342.0,124.0,50000,3000,6000,2,Endline I,144000,50000.0,3000.0,6000.0,144000.0,53000,17,1,100.0,1,Female (0),37.0,12 years,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
326,25364.0,108.0,50000,5000,8100,3,Endline II,194400,50000.0,5000.0,8100.0,194400.0,55000,13,0,90.0,1,Male (1),59.0,0 years,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
327,25415.0,122.0,50000,65000,15000,2,Endline I,360000,50000.0,65000.0,15000.0,360000.0,115000,17,0,250.0,1,Male (1),58.0,3-7 years (Classes 1-5),1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
328,25438.0,13.0,50000,10000,750,2,Endline II,18000,50000.0,10000.0,750.0,18000.0,60000,15,1,12.5,0,Male (1),65.0,0 years,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
329,25516.0,96.0,188000,95000,15000,4,Endline II,360000,188000.0,95000.0,15000.0,360000.0,283000,14,0,125.0,1,Male (1),47.0,10 years,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
330,25569.0,64.0,50000,30000,1500,1,Endline I,36000,50000.0,30000.0,1500.0,36000.0,80000,7,0,50.0,1,Female (0),65.0,0 years,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
331,25640.0,77.0,50000,5000,3000,8,Endline II,72000,50000.0,5000.0,3000.0,72000.0,55000,5,1,12.5,0,Male (1),36.0,9 years,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
332,25679.0,94.0,70000,445000,17000,6,Endline I,408000,70000.0,293642.18849340803,17000.0,408000.0,515000,20,1,94.44444444444444,1,Male (1),44.0,14 years (Class 12/HSC),1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
333,25876.0,137.0,40000,30000,2400,2,Endline II,57600,40000.0,30000.0,2400.0,57600.0,70000,14,1,40.0,1,Male (1),45.0,9 years,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
334,25889.0,77.0,45000,30000,8600,4,Endline II,206400,45000.0,30000.0,8600.0,206400.0,75000,5,1,71.66666666666667,1,Female (0),42.0,3-7 years (Classes 1-5),1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
335,25969.0,84.0,50000,7000,2000,7,Endline I,48000,50000.0,7000.0,2000.0,48000.0,57000,9,1,9.523809523809524,0,Male (1),67.0,3-7 years (Classes 1-5),1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
336,26209.0,40.0,50000,30000,3000,9,Endline I,72000,50000.0,30000.0,3000.0,72000.0,80000,34,0,11.11111111111111,0,Female (0),69.0,10 years,1.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
337,26226.0,87.0,70000,7000,3250,3,Endline I,78000,70000.0,7000.0,3250.0,78000.0,77000,10,1,36.11111111111111,1,Male (1),48.0,10 years,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
338,26264.0,16.0,81000,330000,15000,5,Endline II,360000,81000.0,293642.18849340803,15000.0,360000.0,411000,15,0,100.0,1,Male (1),55.0,11 years,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
339,26420.0,87.0,40000,30000,3500,4,Endline I,84000,40000.0,30000.0,3500.0,84000.0,70000,10,1,29.166666666666668,1,Male (1),58.0,8 years,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
340,26524.0,48.0,18000,5000,9900,3,Endline I,237600,18000.0,5000.0,9900.0,237600.0,23000,1,1,110.0,1,Male (1),50.0,0 years,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
341,26533.0,84.0,30000,2000,15500,8,Endline I,372000,30000.0,2000.0,15500.0,372000.0,32000,9,1,64.58333333333333,1,Male (1),55.0,0 years,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
342,26788.0,124.0,29000,30000,20000,4,Endline I,480000,29000.0,30000.0,20000.0,480000.0,59000,17,1,166.66666666666666,1,Male (1),58.0,19+ years (Post-graduate),1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
343,27115.0,137.0,40000,4500,6000,4,Endline II,144000,40000.0,4500.0,6000.0,144000.0,44500,14,1,50.0,1,Female (0),35.0,0 years,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
344,27328.0,76.0,32500,5000,6500,2,Endline II,156000,32500.0,5000.0,6500.0,156000.0,37500,5,0,108.33333333333333,1,Male (1),37.0,12 years,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
345,27434.0,101.0,28000,5000,4900,2,Endline II,117600,28000.0,5000.0,4900.0,117600.0,33000,16,0,81.66666666666667,1,Male (1),53.0,9 years,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
346,27517.0,21.0,50000,65000,10000,3,Endline I,240000,50000.0,65000.0,10000.0,240000.0,115000,26,0,111.1111111111111,1,Male (1),34.0,3-7 years (Classes 1-5),0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
347,27737.0,94.0,227000,5000,8500,6,Endline I,204000,227000.0,5000.0,8500.0,204000.0,232000,20,1,47.22222222222222,1,Male (1),49.0,12 years,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
348,27791.0,83.0,22000,4000,6200,6,Endline I,148800,22000.0,4000.0,6200.0,148800.0,26000,9,0,34.44444444444444,1,Male (1),55.0,10 years,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
349,27880.0,87.0,50000,30000,2000,3,Endline I,48000,50000.0,30000.0,2000.0,48000.0,80000,10,1,22.222222222222225,0,Male (1),70.0,3-7 years (Classes 1-5),1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
350,28097.0,2.0,50000,14500,10000,4,Endline II,240000,50000.0,14500.0,10000.0,240000.0,64500,12,0,83.33333333333333,1,Female (0),39.0,9 years,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
351,28101.0,4.0,50000,10000,1200,2,Endline II,28800,50000.0,10000.0,1200.0,28800.0,60000,31,0,20.0,0,Female (0),64.0,0 years,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
352,28109.0,3.0,160000,200000,6700,5,Endline II,160800,160000.0,200000.0,6700.0,160800.0,360000,31,1,44.66666666666667,1,Male (1),50.0,3-7 years (Classes 1-5),1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
353,28127.0,58.0,98000,25000,2000,3,Endline II,48000,98000.0,25000.0,2000.0,48000.0,123000,2,1,22.222222222222225,0,Male (1),34.0,11 years,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
354,28299.0,108.0,45000,30000,4000,3,Endline II,96000,45000.0,30000.0,4000.0,96000.0,75000,13,0,44.44444444444445,1,Female (0),40.0,10 years,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
355,28317.0,58.0,50000,138000,2050,2,Endline II,49200,50000.0,138000.0,2050.0,49200.0,188000,2,1,34.166666666666664,1,Female (0),54.0,3-7 years (Classes 1-5),1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
356,28480.0,21.0,87000,30000,5000,4,Endline I,120000,87000.0,30000.0,5000.0,120000.0,117000,26,0,41.666666666666664,1,Male (1),54.0,3-7 years (Classes 1-5),1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
357,28521.0,84.0,25100,7000,7750,4,Endline I,186000,25100.0,7000.0,7750.0,186000.0,32100,9,1,64.58333333333333,1,Male (1),48.0,8 years,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
358,28646.0,76.0,50000,110000,4000,5,Endline II,96000,50000.0,110000.0,4000.0,96000.0,160000,5,0,26.666666666666668,0,Male (1),49.0,0 years,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
359,28679.0,94.0,50000,30000,10000,8,Endline I,240000,50000.0,30000.0,10000.0,240000.0,80000,20,1,41.666666666666664,1,Male (1),76.0,3-7 years (Classes 1-5),0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
360,28704.0,77.0,135000,30000,7000,4,Endline II,168000,135000.0,30000.0,7000.0,168000.0,165000,5,1,58.333333333333336,1,Male (1),34.0,3-7 years (Classes 1-5),1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
361,28764.0,48.0,50000,30000,1530,2,Endline I,36720,50000.0,30000.0,1530.0,36720.0,80000,1,1,25.5,0,Male (1),70.0,9 years,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
362,28895.0,48.0,22000,30000,2600,3,Endline I,62400,22000.0,30000.0,2600.0,62400.0,52000,1,1,28.88888888888889,1,Male (1),62.0,0 years,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
363,28918.0,134.0,50000,30000,8500,3,Endline II,204000,50000.0,30000.0,8500.0,204000.0,80000,21,0,94.44444444444444,1,Male (1),32.0,0 years,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
364,29072.0,77.0,20000,30000,4500,8,Endline II,108000,20000.0,30000.0,4500.0,108000.0,50000,5,1,18.75,0,Male (1),48.0,13 years,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
365,29124.0,63.0,50000,30000,4000,5,Endline I,96000,50000.0,30000.0,4000.0,96000.0,80000,10,0,26.666666666666668,0,Male (1),55.0,0 years,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
366,29183.0,21.0,50000,105000,9000,4,Endline I,216000,50000.0,105000.0,9000.0,216000.0,155000,26,0,75.0,1,Male (1),24.0,10 years,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
367,29243.0,40.0,95000,135000,3000,6,Endline I,72000,95000.0,135000.0,3000.0,72000.0,230000,34,0,16.666666666666668,0,Male (1),39.0,10 years,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
368,29342.0,21.0,75000,175000,7500,6,Endline I,180000,75000.0,175000.0,7500.0,180000.0,250000,26,0,41.666666666666664,1,Female (0),40.0,0 years,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
369,29385.0,108.0,100000,50000,6000,4,Endline II,144000,100000.0,50000.0,6000.0,144000.0,150000,13,0,50.0,1,Male (1),53.0,3-7 years (Classes 1-5),1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
370,29405.0,124.0,50000,4000,11000,8,Endline I,264000,50000.0,4000.0,11000.0,264000.0,54000,17,1,45.833333333333336,1,Male (1),32.0,3-7 years (Classes 1-5),1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
371,29624.0,63.0,15000,30000,5400,3,Endline I,129600,15000.0,30000.0,5400.0,129600.0,45000,10,0,60.0,1,Male (1),42.0,3-7 years (Classes 1-5),1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
372,29691.0,96.0,26000,30000,18030,5,Endline II,432720,26000.0,30000.0,18030.0,432720.0,56000,14,0,120.2,1,Male (1),50.0,10 years,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
373,29760.0,3.0,200000,30000,13500,7,Endline II,324000,200000.0,30000.0,13500.0,324000.0,230000,31,1,64.28571428571429,1,Male (1),45.0,18 years (Graduate),1.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
374,29768.0,64.0,1050000,30000,18400,13,Endline I,441600,444844.80351986585,30000.0,18400.0,441600.0,1080000,7,0,47.17948717948718,1,Male (1),52.0,10 years,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
375,30052.0,103.0,290000,30000,10500,4,Endline I,252000,290000.0,30000.0,10500.0,252000.0,320000,20,0,87.5,1,Male (1),47.0,11 years,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
376,30147.0,137.0,50000,30000,6700,1,Endline II,160800,50000.0,30000.0,6700.0,160800.0,80000,14,1,223.33333333333334,1,Female (0),75.0,0 years,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
377,30150.0,87.0,20000,10000,16000,7,Endline I,384000,20000.0,10000.0,16000.0,384000.0,30000,10,1,76.19047619047619,1,Male (1),35.0,3-7 years (Classes 1-5),1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
378,30210.0,22.0,258000,510000,12000,3,Endline I,288000,258000.0,293642.18849340803,12000.0,288000.0,768000,26,1,133.33333333333334,1,Male (1),30.0,15-16 years (Vocational/industry studies),1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
379,30372.0,76.0,50000,10000,1500,5,Endline II,36000,50000.0,10000.0,1500.0,36000.0,60000,5,0,10.0,0,Female (0),27.0,0 years,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
380,30421.0,35.0,220000,30000,10000,5,Endline I,240000,220000.0,30000.0,10000.0,240000.0,250000,34,1,66.66666666666666,1,Female (0),24.0,9 years,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
381,30584.0,138.0,50000,30000,2800,2,Endline II,67200,50000.0,30000.0,2800.0,67200.0,80000,12,1,46.666666666666664,1,Male (1),80.0,0 years,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
382,30610.0,134.0,65000,30000,17000,4,Endline II,408000,65000.0,30000.0,17000.0,408000.0,95000,21,0,141.66666666666666,1,Male (1),60.0,3-7 years (Classes 1-5),0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
383,30684.0,108.0,134000,30000,17025,4,Endline II,408600,134000.0,30000.0,17025.0,408600.0,164000,13,0,141.875,1,Male (1),44.0,3-7 years (Classes 1-5),1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
384,30751.0,84.0,85000,19000,6000,6,Endline I,144000,85000.0,19000.0,6000.0,144000.0,104000,9,1,33.333333333333336,1,Female (0),59.0,0 years,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
385,30849.0,48.0,50000,30000,5000,3,Endline I,120000,50000.0,30000.0,5000.0,120000.0,80000,1,1,55.55555555555555,1,Female (0),64.0,3-7 years (Classes 1-5),0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
386,30952.0,134.0,50000,30000,3600,7,Endline II,86400,50000.0,30000.0,3600.0,86400.0,80000,21,0,17.142857142857142,0,Male (1),70.0,0 years,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
387,31042.0,58.0,50000,30000,8640,4,Endline II,207360,50000.0,30000.0,8640.0,207360.0,80000,2,1,72.0,1,Female (0),25.0,10 years,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
388,31095.0,134.0,50000,35000,3600,1,Endline II,86400,50000.0,35000.0,3600.0,86400.0,85000,21,0,120.0,1,Female (0),49.0,0 years,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
389,31141.0,122.0,45000,50000,8500,4,Endline I,204000,45000.0,50000.0,8500.0,204000.0,95000,17,0,70.83333333333333,1,Male (1),44.0,3-7 years (Classes 1-5),1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
390,31146.0,87.0,58000,6000,5000,5,Endline I,120000,58000.0,6000.0,5000.0,120000.0,64000,10,1,33.33333333333333,1,Male (1),45.0,10 years,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
391,31153.0,13.0,50000,30000,6700,2,Endline II,160800,50000.0,30000.0,6700.0,160800.0,80000,15,1,111.66666666666667,1,Male (1),82.0,3-7 years (Classes 1-5),0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
392,31163.0,63.0,100000,108000,8000,4,Endline I,192000,100000.0,108000.0,8000.0,192000.0,208000,10,0,66.66666666666667,1,Male (1),55.0,12 years,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
393,31199.0,14.0,44000,9500,3000,8,Endline I,72000,44000.0,9500.0,3000.0,72000.0,53500,1,0,12.5,0,Female (0),34.0,9 years,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
394,31214.0,84.0,55000,38000,12000,4,Endline I,288000,55000.0,38000.0,12000.0,288000.0,93000,9,1,100.0,1,Male (1),30.0,10 years,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
395,31242.0,77.0,50000,30000,2000,3,Endline II,48000,50000.0,30000.0,2000.0,48000.0,80000,5,1,22.222222222222225,0,Female (0),56.0,0 years,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
396,31297.0,40.0,100000,30000,10000,9,Endline I,240000,100000.0,30000.0,10000.0,240000.0,130000,34,0,37.03703703703704,1,Female (0),55.0,0 years,0.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
397,31396.0,77.0,100000,25000,12800,8,Endline II,307200,100000.0,25000.0,12800.0,307200.0,125000,5,1,53.333333333333336,1,Male (1),36.0,11 years,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
398,31485.0,108.0,51000,15000,8250,5,Endline II,198000,51000.0,15000.0,8250.0,198000.0,66000,13,0,55.0,1,Male (1),38.0,3-7 years (Classes 1-5),1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
399,31558.0,94.0,50000,30000,2000,3,Endline I,48000,50000.0,30000.0,2000.0,48000.0,80000,20,1,22.222222222222225,0,Male (1),61.0,3-7 years (Classes 1-5),1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
400,31564.0,35.0,50000,30000,300,1,Endline I,7200,50000.0,30000.0,300.0,7200.0,80000,34,1,10.0,0,Female (0),60.0,0 years,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
401,31663.0,63.0,50000,25000,5000,5,Endline I,120000,50000.0,25000.0,5000.0,120000.0,75000,10,0,33.33333333333333,1,Male (1),65.0,0 years,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
402,31715.0,98.0,65000,30000,3400,4,Endline II,81600,65000.0,30000.0,3400.0,81600.0,95000,16,1,28.333333333333332,1,Female (0),40.0,11 years,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
403,31793.0,83.0,50000,20000,6000,4,Endline I,144000,50000.0,20000.0,6000.0,144000.0,70000,9,0,50.0,1,Male (1),75.0,3-7 years (Classes 1-5),1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
404,31809.0,94.0,50000,30000,1000,6,Endline I,24000,50000.0,30000.0,1000.0,24000.0,80000,20,1,5.555555555555556,0,Male (1),59.0,0 years,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
405,31870.0,94.0,50000,30000,6900,6,Endline I,165600,50000.0,30000.0,6900.0,165600.0,80000,20,1,38.333333333333336,1,Female (0),29.0,3-7 years (Classes 1-5),1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
406,31887.0,76.0,15000,30000,2500,6,Endline II,60000,15000.0,30000.0,2500.0,60000.0,45000,5,0,13.888888888888888,0,Male (1),37.0,3-7 years (Classes 1-5),0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
407,32169.0,48.0,675000,30000,81000,2,Endline I,1944000,444844.80351986585,30000.0,81000.0,1944000.0,705000,1,1,1350.0,1,Male (1),61.0,18 years (Graduate),1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
408,32179.0,77.0,50000,30000,1000,1,Endline II,24000,50000.0,30000.0,1000.0,24000.0,80000,5,1,33.333333333333336,1,Female (0),61.0,0 years,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
409,32195.0,76.0,170000,30000,2000,2,Endline II,48000,170000.0,30000.0,2000.0,48000.0,200000,5,0,33.333333333333336,1,Male (1),35.0,13 years,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
410,32238.0,83.0,15000,9000,2000,6,Endline I,48000,15000.0,9000.0,2000.0,48000.0,24000,9,0,11.111111111111112,0,Male (1),65.0,3-7 years (Classes 1-5),1.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
411,32282.0,77.0,50000,30000,4500,4,Endline II,108000,50000.0,30000.0,4500.0,108000.0,80000,5,1,37.5,1,Male (1),30.0,10 years,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
412,32298.0,87.0,15000,10000,18500,5,Endline I,444000,15000.0,10000.0,18500.0,444000.0,25000,10,1,123.33333333333333,1,Male (1),59.0,19+ years (Post-graduate),1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
413,32467.0,63.0,18000,107000,1500,4,Endline I,36000,18000.0,107000.0,1500.0,36000.0,125000,10,0,12.5,0,Male (1),45.0,3-7 years (Classes 1-5),0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
